athlete_id,name,born_date,born_city,born_region,born_country,noc,height_cm,weight_kg,died_date
46,phyllis covell,1895-05-22,paddington,england,gbr,great britain,176.0,70.0,1982-10-28
47,gladys eastlakesmith,1883-08-14,lewisham,england,gbr,great britain,176.0,70.0,1941-09-18
48,sara gomer,1964-05-13,torquay,england,gbr,great britain,190.0,85.0,unknown
49,alison gordon,1962-12-31,reading,england,gbr,great britain,175.0,68.0,unknown
50,gillian gowers,1964-04-09,na,na,na,great britain,157.0,55.0,unknown
51,alice greene,1879-10-15,upton,england,gbr,great britain,176.0,70.0,1956-10-26
52,edith hannam,1878-11-28,bristol,england,gbr,great britain,176.0,70.0,1951-01-16
53,dorothy holman,1883-07-18,kilburn,england,gbr,great britain,176.0,70.0,1968-06-15
54,andrea holt,1970-11-11,radcliffe,england,gbr,great britain,168.0,64.0,unknown
55,monique javer,1967-07-22,burlingame,california,usa,great britain,177.0,64.0,unknown
56,valda lake,1968-10-11,torquay,england,gbr,great britain,173.0,61.0,unknown
57,dorothy lambert chambers,1878-09-03,ealing,england,gbr,great britain,176.0,70.0,1960-01-07
58,lisa lomas,1967-03-09,dunstable,england,gbr,great britain,168.0,63.0,unknown
59,kitty mckane,1896-05-07,bayswater,england,gbr,great britain,176.0,70.0,1992-06-19
60,winifred mcnair,1877-08-09,donnington,england,gbr,great britain,176.0,70.0,1954-03-28
61,kelly morgan,1975-05-22,pontypridd,wales,gbr,great britain,178.0,65.0,unknown
62,agatha morton,1872-03-06,halstead,england,gbr,great britain,176.0,70.0,1952-04-05
63,jo muggeridge,1969-04-03,london,england,gbr,great britain,157.0,59.0,unknown
64,mabel parton,1881-07-22,london,england,gbr,great britain,176.0,70.0,1962-08-12
65,violet pinckney,1871-03-11,alderbury,england,gbr,great britain,176.0,70.0,1955-03-13
66,sara sankey,1967-09-29,southport,england,gbr,great britain,170.0,68.0,unknown
67,phyllis satterthwaite,1886-01-26,kensington,england,gbr,great britain,176.0,70.0,1962-01-20
68,dorothy shepherdbarron,1897-11-24,beighton,england,gbr,great britain,176.0,70.0,1953-02-20
69,sam smith,1971-11-27,epping,england,gbr,great britain,175.0,62.0,unknown
70,helen troke,1964-11-07,southampton,england,gbr,great britain,172.0,63.0,unknown
71,ruth winch,1870-08-25,ryde,england,gbr,great britain,176.0,70.0,1952-01-09
72,clare wood,1968-03-08,zululand,kwazulunatal,rsa,great britain,175.0,65.0,unknown
73,joanne wrightgoode,1972-11-17,harlow,england,gbr,great britain,171.0,68.0,unknown
74,sky andrew,1962-03-31,newham,england,gbr,great britain,185.0,78.0,unknown
75,simon archer,1973-06-27,leamington spa,england,gbr,great britain,189.0,86.0,unknown
76,roper barrett,1873-11-24,upton,england,gbr,great britain,176.0,70.0,1943-07-27
77,jeremy bates,1962-06-19,solihull,england,gbr,great britain,180.0,72.0,unknown
78,alfred beamish,1879-08-06,richmond,england,gbr,great britain,176.0,70.0,1944-02-28
79,john pius boland,1870-09-16,dublin,dublin,irl,great britain,176.0,70.0,1958-03-17
80,neil broad,1966-11-20,cape town,western cape,rsa,great britain,191.0,87.0,unknown
81,george caridia,1869-02-20,kolkata calcutta,west bengal,ind,great britain,176.0,70.0,1937-04-21
82,andrew castle,1963-11-15,epsom,england,gbr,great britain,190.0,74.0,unknown
83,clement cazalet,1869-07-16,na,na,na,great britain,176.0,70.0,1950-03-23
84,xinhua chen,1960-01-30,fuan,fujian,chn,great britain,175.0,71.0,unknown
85,alan cooke,1966-03-23,clay cross,england,gbr,great britain,170.0,64.0,unknown
86,walter crawley,1880-03-29,masham,england,gbr,great britain,176.0,70.0,1940-10-11
87,charles dixon,1873-02-07,grantham,england,gbr,great britain,176.0,70.0,1939-04-29
88,laurie doherty,1875-10-08,wimbledon,england,gbr,great britain,178.0,70.0,1919-08-21
89,reggie doherty,1872-10-14,wimbledon,england,gbr,great britain,176.0,70.0,1910-12-29
90,desmond douglas,1955-07-20,kingston,kingston,jam,great britain,175.0,66.0,unknown
91,wilberforce eaves,1867-12-10,melbourne,victoria,aus,great britain,176.0,70.0,1920-02-10
92,lionel escombe,1876-01-01,natal,kwazulunatal,rsa,great britain,176.0,70.0,1914-10-15
93,anne gibson,1968-10-26,dumfries,scotland,gbr,great britain,173.0,70.0,unknown
94,brian gilbert,1887-07-17,barnes,england,gbr,great britain,176.0,70.0,1974-07-28
95,leslie godfree,1885-04-27,brighton,england,gbr,great britain,176.0,70.0,1971-11-17
96,andy goode,1960-01-30,welwyn garden city,england,gbr,great britain,183.0,83.0,unknown
97,arthur wentworth gore,1868-01-02,lyndhurst,england,gbr,great britain,176.0,70.0,1928-12-01
98,darren hall,1965-10-25,walthamstow,england,gbr,great britain,183.0,73.0,unknown
99,tim henman,1974-09-06,oxford,england,gbr,great britain,185.0,77.0,unknown
100,george hillyard,1864-02-06,hanwell,england,gbr,great britain,176.0,70.0,1943-03-24
101,chris hunt,1968-12-01,bolton,england,gbr,great britain,182.0,88.0,unknown
102,algernon kingscote,1888-02-03,bengaluru bangalore,karnataka,ind,great britain,176.0,70.0,1964-12-21
103,peter knowles,1969-12-28,stockport,england,gbr,great britain,177.0,77.0,unknown
104,arthur lowe,1886-01-29,na,na,na,great britain,176.0,70.0,1958-10-22
105,gordon lowe,1884-06-21,na,na,na,great britain,176.0,70.0,1972-05-17
106,harold mahony,1867-02-13,edinburgh,scotland,gbr,great britain,191.0,70.0,1905-06-27
107,theodore mavrogordato,1883-07-31,city of london,england,gbr,great britain,176.0,70.0,1941-08-24
108,anders nielsen,1967-02-24,cape town,western cape,rsa,great britain,173.0,70.0,2010-07-29
109,arthur norris,unknown,na,na,na,great britain,176.0,70.0,unknown
110,james parke,1881-07-26,clones,monaghan,irl,great britain,176.0,70.0,1946-02-27
111,nick ponting,1966-09-13,london,england,gbr,great britain,173.0,76.0,unknown
112,carl prean,1967-08-20,newport,england,gbr,great britain,185.0,79.0,unknown
113,josiah ritchie,1870-10-18,westminster,england,gbr,great britain,176.0,70.0,1955-02-28
114,julian robertson,1969-10-09,peterborough,england,gbr,great britain,182.0,73.0,unknown
115,greg rusedski,1973-09-06,montral,qubec,can,great britain,190.0,88.0,unknown
116,george simond,1867-01-23,marylebone,england,gbr,great britain,176.0,70.0,1941-04-08
117,matthew syed,1970-11-02,bromley,england,gbr,great britain,175.0,70.0,unknown
118,noel turnbull,1890-12-20,highgate,england,gbr,great britain,176.0,70.0,1970-12-17
119,archibald warden,1869-05-11,edinburgh,scotland,gbr,france,176.0,70.0,1943-10-07
120,patrick wheatley,1899-01-20,vryheid,kwazulunatal,rsa,great britain,176.0,70.0,1967-11-05
121,chris wilkinson,1970-01-05,southampton,england,gbr,great britain,180.0,72.0,unknown
122,max woosnam,1892-09-06,liverpool,england,gbr,great britain,176.0,70.0,1965-07-14
123,dave wright,1965-04-10,killamarsh,england,gbr,great britain,175.0,77.0,unknown
124,steffi graf,1969-06-14,mannheim,badenwrttemberg,ger,germany west germany,175.0,59.0,unknown
125,sylvia hanika,1959-11-30,ottendichl,bayern,ger,west germany,173.0,64.0,unknown
126,anke huber,1974-02-04,bruchsal,badenwrttemberg,ger,germany,173.0,58.0,unknown
127,claudia kohdekilsch,1963-12-11,saarbrcken,saarland,ger,west germany,184.0,68.0,unknown
128,dora kring,1880-07-11,chemnitz,sachsen,ger,germany,176.0,70.0,1945-02-13
129,olga nemes,1968-06-09,trgu mure,mure,rou,germany west germany,163.0,53.0,unknown
130,katja nolten,1970-02-16,heinsberg,nordrheinwestfalen,ger,west germany,175.0,66.0,unknown
131,barbara rittner,1973-04-25,krefeld,nordrheinwestfalen,ger,germany,173.0,65.0,unknown
132,elke schallwosik,1973-07-19,speyer,rheinlandpfalz,ger,germany,180.0,68.0,unknown
133,katrin schmidt,1967-09-28,langenhagen,niedersachsen,ger,germany,180.0,80.0,unknown
134,jie schpp,1968-01-25,baoding,hebei,chn,germany,174.0,63.0,unknown
135,karen stechmann,1971-09-15,stade,niedersachsen,ger,germany,169.0,59.0,unknown
136,nicole struse,1971-05-31,haan,nordrheinwestfalen,ger,germany,170.0,62.0,unknown
137,kerstin ubben,1968-09-04,hamburg,hamburg,ger,germany,165.0,59.0,unknown
138,boris becker,1967-11-22,leimen,badenwrttemberg,ger,germany,192.0,85.0,unknown
139,georg bhm,1962-04-17,slacea,bihor,rou,west germany,174.0,73.0,unknown
140,steffen fetzner,1968-08-17,karlsruhe,badenwrttemberg,ger,germany west germany,170.0,60.0,unknown
141,peter franz,1971-04-25,stolzenau,niedersachsen,ger,germany,186.0,74.0,unknown
142,stefan frey,1959-05-16,worms,rheinlandpfalz,ger,germany,178.0,82.0,unknown
143,otto froitzheim,1884-04-24,strasbourg,basrhin,fra,germany,176.0,70.0,1962-10-27
144,marckevin goellner,1970-09-22,rio de janeiro,rio de janeiro,bra,germany,196.0,85.0,unknown
145,hugo hardy,1877-08-11,harvestehude,hamburg,ger,germany,176.0,70.0,1936-10-08
146,michael helber,1970-10-04,bochum,nordrheinwestfalen,ger,germany,185.0,72.0,unknown
147,luis maria heyden,1893-11-27,eimsbttel,hamburg,ger,germany,176.0,70.0,1951-12-09
148,eric jelen,1965-03-11,trier,rheinlandpfalz,ger,west germany,184.0,77.0,unknown
149,michael keck,1969-02-08,frth,bayern,ger,germany,186.0,78.0,unknown
150,oskar kreuzer,1887-06-14,frankfurt am main,hessen,ger,germany,176.0,70.0,1968-05-01
151,stephan kuhl,1968-03-27,kln cologne,nordrheinwestfalen,ger,germany,180.0,79.0,unknown
152,paul lindpaintner,1883-05-22,mnchen munich,bayern,ger,germany,176.0,70.0,1969-04-23
153,oliver pongratz,1973-04-14,mindelheim,bayern,ger,germany,182.0,71.0,unknown
154,david prinosil,1973-03-09,olomouc,olomouck kraj,cze,germany,184.0,79.0,unknown
155,friedrichwilhelm rahe,1888-04-16,rostock,mecklenburgvorpommern,ger,germany,176.0,70.0,1949-02-18
156,jrgen rebel,1963-07-17,darmstadt,hessen,ger,west germany,174.0,78.0,unknown
157,jrg rokopf,1969-05-22,dieburg,hessen,ger,germany west germany,182.0,72.0,unknown
158,heinrich schomburgk,1885-06-23,na,na,na,germany,176.0,70.0,1965-03-26
159,robert spies,1891-02-17,moskva moscow,moskva,rus,germany,176.0,70.0,1982-10-22
160,carluwe steeb,1967-09-01,aalen,badenwrttemberg,ger,germany west germany,180.0,74.0,unknown
161,michael stich,1968-10-18,pinneberg,schleswigholstein,ger,germany,192.0,79.0,unknown
162,fritz traun,1876-03-29,wandsbek,hamburg,ger,germany,176.0,70.0,1908-07-11
163,fritz von bissing,1886-09-09,metz,moselle,fra,germany,176.0,70.0,1954-03-18
164,otto von mller,1875-10-17,jlich,nordrheinwestfalen,ger,germany,176.0,70.0,1976-04-02
165,helen amankwah,1964-04-13,na,na,na,ghana,176.0,70.0,unknown
166,patricia offel,1971-12-19,na,na,na,ghana,176.0,70.0,unknown
167,patience opokua,1969-06-17,na,na,na,ghana,176.0,70.0,unknown
168,winifred addy,1973-03-17,na,na,na,ghana,176.0,70.0,unknown
169,christina papadaki,1973-02-24,athina athens,attiki,gre,greece,173.0,55.0,unknown
170,olga tsarmpopoulou,1968-06-19,na,na,na,greece,170.0,58.0,unknown
171,lena valaoritou,1897-03-01,athina athens,attiki,gre,greece,176.0,70.0,1967-01-01
172,christina zachariadou,1974-08-28,athina athens,attiki,gre,greece,163.0,57.0,unknown
173,aristidis akratopoulos,unknown,na,na,na,greece,176.0,70.0,unknown
174,kostas akratopoulos,unknown,na,na,na,greece,176.0,70.0,unknown
175,tasos bavelas,1968-02-27,athina athens,attiki,gre,greece,180.0,76.0,unknown
176,konstantinos efremoglou,1962-12-04,athina athens,attiki,gre,greece,187.0,74.0,unknown
177,georgios kalovelonis,1959-08-23,athina athens,attiki,gre,greece,192.0,82.0,unknown
178,demetrius casdagli,1872-10-10,salford,england,gbr,greece,176.0,70.0,1931-07-06
179,kallinikos kreangka,1972-03-08,bistria,bistriansud,rou,greece,169.0,62.0,unknown
180,pantelis papadopoulos,1902-01-01,na,na,na,greece,176.0,70.0,1987-01-01
181,konstantinos paspatis,1878-06-05,na,na,na,greece,176.0,70.0,1903-07-01
182,dimitrios petrokokkinos,1878-04-17,ilford,england,gbr,greece,176.0,70.0,1942-05-10
183,d frangopoulos,unknown,na,na,na,greece,176.0,70.0,unknown
184,evangelos rallis,unknown,na,na,na,greece,176.0,70.0,unknown
185,daniel tsiokas,1971-06-19,clujnapoca,cluj,rou,greece,180.0,68.0,unknown
186,avgoustos zerlentis,1886-11-05,aliskanderiya alexandria,aliskanderiya,egy,greece,176.0,70.0,1954-01-01
187,kenneth erichsen,1972-12-28,na,na,na,guatemala,179.0,72.0,unknown
188,ronald agnor,1964-11-13,rabat,rabatsalknitra,mar,haiti,180.0,79.0,unknown
189,emmy chan,1966-05-15,na,na,na,hong kong china,176.0,70.0,unknown
190,chan suk yuen,1969-06-25,na,na,na,hong kong china,176.0,70.0,unknown
191,chan tan lui,1969-01-12,na,na,na,hong kong china,176.0,70.0,unknown
192,chai po wa,1966-04-12,na,na,na,hong kong china,176.0,70.0,unknown
193,hui so hung,1958-12-02,na,na,na,hong kong china,160.0,57.0,unknown
194,mok ka sha,1962-10-23,na,na,na,hong kong china,163.0,55.0,unknown
195,wong chun fan,1969-09-23,na,na,na,hong kong china,176.0,70.0,unknown
196,chan kin ngai,1968-11-18,na,na,na,hong kong china,170.0,58.0,unknown
197,chan siu kwong,1966-05-30,na,na,na,hong kong china,185.0,79.0,unknown
198,chan chi ming,1964-05-28,na,na,na,hong kong china,163.0,59.0,unknown
199,chan kong wah,1961-08-31,na,na,na,hong kong china,176.0,70.0,unknown
200,tim he,1962-04-14,na,na,na,hong kong china,176.0,62.0,unknown
201,liu fuk man,1952-10-11,na,na,na,hong kong china,176.0,75.0,unknown
202,lo chuen tsung,1963-10-08,na,na,na,hong kong china,170.0,60.0,unknown
203,ng pak kum,1968-10-08,na,na,na,hong kong china,176.0,63.0,unknown
204,vong lu veng,1950-03-12,na,na,na,hong kong china,170.0,60.0,unknown
205,wong wai lap,1969-07-16,na,na,na,hong kong china,179.0,67.0,unknown
206,csilla btorfi,1969-03-03,szombathely,vas,hun,hungary,165.0,69.0,unknown
207,virg csurg,1972-11-10,sifok,somogy,hun,hungary,172.0,63.0,unknown
208,andrea dak,1972-08-12,budapest,budapest,hun,hungary,165.0,60.0,unknown
209,csilla frin,1969-01-02,debrecen,hajdbihar,hun,hungary,166.0,53.0,unknown
210,andrea harsgi,1971-03-22,nyregyhza,szabolcsszatmrbereg,hun,hungary,171.0,56.0,unknown
211,ilona vradi,1891-08-04,budapest,budapest,hun,hungary,176.0,70.0,1945-02-19
212,andrea temesvri,1966-04-26,budapest,budapest,hun,hungary,180.0,64.0,unknown
213,krisztina tth,1974-05-29,miskolc,borsodabajzempln,hun,hungary,164.0,62.0,unknown
214,edit urbn,1961-03-27,budapest,budapest,hun,hungary,163.0,65.0,unknown
215,zoltn btorfi,1975-07-20,szombathely,vas,hun,hungary,188.0,79.0,unknown
216,lajos gncz,1887-06-16,kszeg,vas,hun,hungary,176.0,70.0,1974-10-14
217,zsolt harczi,1967-02-17,cegld,pest,hun,hungary,180.0,72.0,unknown
218,klmn kirchmayer,1897-11-15,rzeszw,podkarpackie,pol,hungary,176.0,70.0,1990-11-06
219,tibor klampr,1953-04-30,budapest,budapest,hun,hungary,180.0,75.0,unknown
220,zsolt kriston,1961-02-12,miskolc,borsodabajzempln,hun,hungary,185.0,76.0,unknown
221,gbor kves,1970-01-07,budapest,budapest,hun,hungary,187.0,87.0,unknown
222,dezs lauber,1879-05-23,pcs,baranya,hun,hungary,176.0,70.0,1966-09-05
223,lszl markovits,1970-04-04,ciudad de mxico mexico city,ciudad de mxico,mex,hungary,180.0,80.0,unknown
224,kroly nmeth,1970-08-31,budapest,budapest,hun,hungary,167.0,67.0,unknown
225,sndor noszly,1972-03-16,budapest,budapest,hun,hungary,192.0,90.0,unknown
226,momcsill tapavicza,1872-10-14,nadalj,juna baka,srb,hungary,176.0,70.0,1949-01-10
227,ede tth,1884-03-11,oradea,bihor,rou,hungary,176.0,70.0,1943-03-01
228,le barth,1891-06-09,budapest,budapest,hun,hungary,176.0,70.0,unknown
229,aurl kelemen,1888-04-20,budapest,budapest,hun,hungary,176.0,70.0,1968-11-10
230,bla kehrling,1891-01-25,spisk sobota,preov,svk,hungary,176.0,70.0,1937-04-26
231,jen zsigmondy,1888-07-04,budapest,budapest,hun,hungary,176.0,70.0,1930-07-30
232,aida steshenko,1968-08-11,na,na,na,turkmenistan,168.0,58.0,unknown
233,yayuk basuki,1970-11-30,yogyakarta,daerah istimewa yogyakarta,ina,indonesia,165.0,55.0,unknown
234,rossy pratiwi dipoyanti,1972-06-28,bandung,jawa barat,ina,indonesia,176.0,70.0,unknown
235,finarsih,1972-02-08,sleman,jawa tengah,ina,indonesia,176.0,70.0,unknown
236,ling ling agustin,1969-08-23,kediri,jawa timur,ina,indonesia,176.0,70.0,unknown
237,anton liederer,1956-05-20,na,na,na,austria,174.0,67.0,unknown
238,riseu rosalina,1972-09-19,na,na,na,indonesia,176.0,70.0,unknown
239,zelin resiana,1972-07-09,magelang,jawa tengah,ina,indonesia,169.0,58.0,unknown
240,yuliani santoso,1971-10-29,semarang,jawa tengah,ina,indonesia,176.0,70.0,unknown
241,sarwendah kusumawardhani,1967-08-22,malang,jawa timur,ina,indonesia,176.0,70.0,unknown
242,erma sulistianingsih,1965-11-05,na,na,na,indonesia,176.0,70.0,unknown
243,susy susanti,1971-02-11,tasikmalaya,jawa barat,ina,indonesia,161.0,70.0,unknown
244,lili tampi,1970-05-19,tasikmalaya,jawa barat,ina,indonesia,161.0,70.0,unknown
245,romana tedjakusuma,1976-07-24,surabaya,jawa timur,ina,indonesia,176.0,70.0,unknown
246,rosiana tendean,1964-08-25,makassar,sulawesi selatan,ina,indonesia,176.0,70.0,unknown
247,minarti timur,1968-03-24,surabaya,jawa timur,ina,indonesia,163.0,55.0,unknown
248,mia audina,1979-08-22,jakarta,daerah khusus ibukota jakarta,ina,indonesia netherlands,163.0,67.0,unknown
249,suzanna wibowo,1963-11-25,jakarta,daerah khusus ibukota jakarta,ina,indonesia,176.0,70.0,unknown
250,antonius ariantho,1971-10-03,pekalongan,jawa tengah,ina,indonesia,170.0,66.0,unknown
251,rudy gunawan,1966-12-31,solo,jawa tengah,ina,indonesia,185.0,83.0,unknown
252,eddy hartono,1964-07-19,kudus,jawa tengah,ina,indonesia,173.0,73.0,unknown
253,hariyanto arbi,1972-01-21,kudus,jawa tengah,ina,indonesia,178.0,70.0,unknown
254,tri kusharyanto,1974-01-18,yogyakarta,daerah istimewa yogyakarta,ina,indonesia,167.0,60.0,unknown
255,alan budikusuma,1968-03-29,surabaya,jawa timur,ina,indonesia,178.0,71.0,unknown
256,denny kantono,1970-01-12,samarinda,kalimantan timur,ina,indonesia,182.0,70.0,unknown
257,flandy limpele,1974-02-09,manado,sulawesi utara,ina,indonesia,181.0,73.0,unknown
258,rexy mainaky,1968-03-09,ternate,maluku utara,ina,indonesia,170.0,65.0,unknown
259,tonny maringgi,1959-06-10,kendari,sulawesi tenggara,ina,indonesia,167.0,65.0,2019-09-15
260,ricky subagja,1971-01-27,bandung,jawa barat,ina,indonesia,172.0,62.0,unknown
261,suharyadi,1965-02-14,blora,jawa tengah,ina,indonesia,170.0,60.0,unknown
262,bambang suprianto,1969-08-20,solo,jawa tengah,ina,indonesia,173.0,69.0,unknown
263,joko suprianto,1966-01-21,solo,jawa tengah,ina,indonesia,173.0,68.0,unknown
264,hermawan susanto,1967-09-24,kudus,jawa tengah,ina,indonesia,170.0,62.0,unknown
265,anton suseno,1971-12-15,indramayu,jawa barat,ina,indonesia,178.0,70.0,unknown
266,donald wailan walalangi,1960-04-14,jakarta,daerah khusus ibukota jakarta,ina,indonesia,174.0,67.0,unknown
267,benny wijaya,1973-10-28,kebumen,jawa tengah,ina,indonesia,180.0,70.0,unknown
268,ardy wiranata,1970-02-10,jakarta,daerah khusus ibukota jakarta,ina,indonesia,171.0,67.0,unknown
269,bonit wiryawan,1968-02-10,surabaya,jawa timur,ina,indonesia,172.0,61.0,unknown
270,madhumita bisht,1964-10-05,na,na,na,india,176.0,70.0,unknown
271,nora polley,1894-07-29,budaun,uttar pradesh,ind,india,176.0,70.0,1988-01-01
272,ambika radhika,1973-05-17,na,na,na,india,176.0,70.0,unknown
273,niyati royshah,1965-09-30,na,na,na,india,176.0,70.0,unknown
274,zeeshan ali,1970-01-01,kolkata calcutta,west bengal,ind,india,180.0,64.0,unknown
275,anand amritraj,1952-03-20,chennai madras,tamil nadu,ind,india,185.0,77.0,unknown
276,vijay amritraj,1953-12-14,chennai madras,tamil nadu,ind,india,193.0,75.0,unknown
277,chetan baboor,1974-04-22,na,na,na,india,188.0,70.0,unknown
278,deepankar bhattacharya,1972-02-01,na,na,na,india,178.0,68.0,unknown
279,mahesh bhupathi,1974-06-07,chennai madras,tamil nadu,ind,india,185.0,88.0,unknown
280,ali athar fyzee,1883-08-28,mumbai,maharashtra,ind,india,176.0,70.0,1963-11-03
281,sujay ghorpade,1965-01-10,na,na,na,india,176.0,70.0,unknown
282,s m hadi,1899-08-12,hyderabad,andhra pradesh,ind,india,176.0,70.0,1971-07-14
283,sydney jacob,1879-10-28,kasauli,himachal pradesh,ind,india,176.0,70.0,1977-02-14
284,ramesh krishnan,1961-06-05,chennai madras,tamil nadu,ind,india,170.0,63.0,unknown
285,vimal kumar,1962-11-19,na,na,na,india,184.0,78.0,unknown
286,kamlesh mehta,1960-05-01,mumbai,maharashtra,ind,india,176.0,70.0,unknown
287,leander paes,1973-06-17,kolkata calcutta,west bengal,ind,india,178.0,77.0,unknown
288,donald rutnam,1902-09-19,colombo,basnahira,sri,india,176.0,70.0,1968-06-10
289,mohammed sleem,1892-01-14,multan,punjab,pak,india,176.0,70.0,unknown
290,ngel bello,1951-01-09,vigo,pontevedra,esp,argentina,176.0,70.0,2013-06-13
291,claudio pafundi,1962-01-31,na,na,na,argentina,176.0,70.0,unknown
292,maureen adams,1937-08-27,na,na,na,australia,169.0,68.0,2017-12-15
293,deonne bridger,1972-05-15,perth,western australia,aus,australia,168.0,62.0,unknown
294,terry donovan,1944-12-27,na,na,na,australia,157.0,53.0,unknown
295,myfanwy matthews,1975-12-29,dubbo,new south wales,aus,australia,174.0,60.0,unknown
296,carole toy,1948-07-18,na,na,na,australia,164.0,61.0,unknown
297,david anear,1948-03-26,lowestoft,england,gbr,australia,175.0,80.0,unknown
298,christopher blake,1953-06-13,na,na,na,australia,180.0,81.0,unknown
299,scott dumbrell,1961-02-03,na,na,na,australia,182.0,66.0,unknown
300,simon fairweather,1969-10-09,adelaide,south australia,aus,australia,175.0,71.0,unknown
301,jackson fear,1978-01-13,sydney,new south wales,aus,australia,178.0,125.0,2006-07-21
302,matt gray,1973-06-24,yea,victoria,aus,australia,189.0,86.0,unknown
303,grant greenham,1954-07-20,perth,western australia,aus,australia,176.0,70.0,2018-08-23
304,scott hunterrussell,1970-06-01,sydney,new south wales,aus,australia,164.0,65.0,unknown
305,terry reilly,1947-10-24,na,na,na,australia,180.0,72.0,unknown
306,graeme telford,1942-03-19,na,na,na,australia,185.0,70.0,unknown
307,rodney wagner,1955-07-30,na,na,na,australia,183.0,89.0,unknown
308,ursula valenta,1951-07-17,na,na,na,austria,171.0,62.0,unknown
309,peter mitterer,1947-04-12,gmunden,obersterreich,aut,austria,180.0,79.0,unknown
310,oswald probst,1935-07-09,wien vienna,wien,aut,austria,172.0,67.0,2015-07-15
311,marieclaire van stevens,1948-05-22,vilvoorde,vlaams brabant,bel,belgium,157.0,60.0,unknown
